주소,약국명,대표전화,경도,위도
"서울특별시 강북구 솔샘로 167, 지하층 312호 (미아동, 상가동)",솔약국,02-988-3078,127.0112065,37.62015855
"서울특별시 성북구 돌곶이로40길 46, 상가1동 5호 (장위동, 꿈의숲 아이파크)",솔약국,02-943-5988,127.0496604,37.61982239
"서울특별시 강남구 개포로 615, 석탑프라자 101호 (개포동)",솔약국,02-2226-9828,127.0755825,37.49265809
"서울특별시 강서구 양천로 564, 등촌동두산위브센티움 131호 (등촌동)",솔약국,02-3662-8899,126.8613313,37.55708683
"서울특별시 서초구 효령로 237, 103-1호 (서초동, 서초한신리빙타워)",솔약국,02-523-6875,127.0099907,37.48419308
서울특별시 서대문구 수색로 32,솔약국,02-372-3775,126.9151175,37.56949563
"서울특별시 용산구 백범로 341, 128-1호 (원효로1가, 리첸시아 용산)",솔약국,02-3272-1117,126.9679734,37.53793867
서울특별시 강남구 개포로 615  (개포동),솔잎약국,02-445-8928,127.0755825,37.49265809
서울특별시 강서구 양천로 660 왈도강서캠퍼스 L02호 (염창동),솔트약국,02-2658-1770,126.8701049,37.55213763
"서울특별시 강남구 개포로31길 19-16, 1층 101호 (개포동, 개포동 1264-13 다세대주택)",솔향기약국,02-6205-8088,127.0481511,37.48031242
"서울특별시 영등포구 도신로 88, (신길동)",송&김약국,02-848-6596,126.9021309,37.50684824
"서울특별시 강북구 도봉로 343, 야산빌딩 1층 (수유동)",송도약국,02-908-4270,127.0257263,37.63850676
"서울특별시 성동구 왕십리로 410, 106호 (하왕십리동, 센트라스)",송송약국,02-6285-0017,127.0240825,37.56660293
"서울특별시 종로구 종로 19, 116-1 (종로1가)",송송약국,02-733-4425,126.9799237,37.57084449
"서울특별시 성동구 마장로 137, 텐즈힐몰 2층 2154호 (상왕십리동, 텐즈힐)",송약국,02-6012-0694,127.0250536,37.56782502
"서울특별시 양천구 오목로 325, 지하1층 (목동)",송약국,02-2062-2575,126.8736275,37.52510894
"서울특별시 강서구 양천로 637, 104호 (염창동, 삼성아파트상가)",송약국,02-2659-2526,126.8685891,37.55444115
"서울특별시 동작구 상도로 246, 1층 (상도동)",송약국,02-3280-8710,126.9457435,37.50474491
"서울특별시 성북구 종암로 132, 201호 (종암동, 종암우림카이저팰리스)",송원온누리약국,02-915-3500,127.0335179,37.60191974
"서울특별시 종로구 종로 19, 르메이에르종로타운1 2층 206-1호 (종로1가)",송이약국,02-720-1777,126.9799237,37.57084449
"서울특별시 중랑구 신내로 211 , 212호 (신내동)",송이온누리약국,02-6743-4262,127.0926682,37.61634963
"서울특별시 중랑구 면목로 495, (상봉동)",송정약국,02-433-1558,127.085325,37.59604515
"서울특별시 강서구 공항대로 34, 1층 (공항동)",송정온누리약국,02-2661-7563,126.8109582,37.56100662
"서울특별시 송파구 송파대로 111, 하비오길 송파대로202동 161호 (문정동, 파크하비오)",송파24약국,02-400-1502,127.1245304,37.48066296
"서울특별시 송파구 문정로4길 14, 동산빌딩 1층 (문정동)",송파그랜드약국,02-426-0610,127.1259851,37.48499085
"서울특별시 송파구 올림픽로35길 10, B동 308-1호 (신천동, 파크리오)",송파미소약국,02-425-3296,127.1132652,37.52031368
"서울특별시 송파구 송파대로 145, 문정 오벨리스크 108호 (문정동)",송파새길약국,02-449-6474,127.1230136,37.48342776
"서울특별시 송파구 송파대로28길 27 (가락동, 성원상떼빌 102동 202호)",송파새롬약국,02-403-4131,127.1201328,37.49481216
서울특별시 송파구 양재대로 925 1A상가 2층 (가락동),송파샘약국,02-430-9888,127.1114239,37.49971658
서울특별시 송파구 오금로32길 28 (송파동),송파온누리약국,02-422-4262,127.1192512,37.50394763
"서울특별시 송파구 토성로 65 (풍납동, 태양상가 108호)",송파우리약국,02-473-9119,127.1173456,37.52890796
"서울특별시 송파구 오금로 239, 1층 102호 (방이동)",송파웰약국,02-425-5777,127.1202597,37.50661178
"서울특별시 송파구 동남로 217, 동희빌딩 1층 (가락동)",송파제일약국,02-409-6262,127.1317395,37.49676479
"서울특별시 송파구 오금로 91, 1층 (방이동)",송파중앙약국,02-417-0255,127.1076547,37.51405092
서울특별시 송파구 백제고분로48길 22 (방이동),송파태양약국,02-424-3641,127.1155357,37.51089699
"서울특별시 송파구 가락로 112, 내경빌딩 (석촌동)",송파프라자약국,02-425-0539,127.1085095,37.501272
"서울특별시 송파구 마천로41길 1, 1층 (마천동)",송파하나약국,070-8226-3999,127.1477771,37.49740139
"서울특별시 송파구 백제고분로39길 16, 2층 (석촌동, 석촌빌딩)",송파한약국,02-416-6336,127.1046942,37.50576488
"서울특별시 송파구 송파대로 141, 르피에드 120호 (문정동)",송파힘찬약국,02-406-2007,127.1233399,37.48279825
"서울특별시 강서구 강서로 251, 세란빌딩 1층 3호 (내발산동)",송화약국,050-71311-1566,126.8360224,37.54812803
"서울특별시 종로구 인사동길 40, (관훈동)",수도약국,02-732-3336,126.9851386,37.57404352
"서울특별시 광진구 광나루로 529, 1층 (구의동)",수도약국,02-447-8114,127.088467,37.54514716
서울특별시 금천구 가산로3길 93,수도약국,02-855-3052,126.8903279,37.47217297
"서울특별시 도봉구 도봉로 727, 1층 (방학동)",수도약국,02-955-7779,127.0432233,37.66934273
서울특별시 노원구 동일로 1673 (상계동),수락100세약국,02-937-2103,127.0549421,37.67789724
서울특별시 노원구 동일로 1669 (상계동),수락프라자약국,02-935-7523,127.054894,37.67745849
"서울특별시 마포구 월드컵북로 137, 1층 2호 (성산동, 씨에스타워)",수려한약국,02-325-8487,126.9116621,37.56482585
"서울특별시 강서구 수명로 68-11, 107호 (내발산동, 발산타워)",수명산약국,02-2667-6363,126.8265502,37.55229648
"서울특별시 성동구 왕십리로 94-2, 1층 (성수동1가)",수명약국,02-464-8887,127.0449154,37.54612285
"서울특별시 은평구 연서로 222, 102호 (대조동, 유니온빌딩)",수민약국,02-352-3177,126.9203812,37.618135
"서울특별시 영등포구 경인로 835, (영등포동4가)",수범약국,02-2678-2288,126.9056593,37.51631508
서울특별시 성북구 솔샘로6길 63 (정릉동),수보약국,02-914-1555,127.0080611,37.60880887
서울특별시 용산구 새창로12길 12 (도원동),수복약국,02-714-0667,126.9575145,37.53925876
서울특별시 강동구 풍성로 116  (성내동),수빈온누리약국,02-471-2276,127.1249629,37.53188957
"서울특별시 동작구 노들로 674, 노량진수산물도매시장 2층 (노량진동)",수산약국,02-2254-8275,126.937976,37.51482369
"서울특별시 강남구 광평로 280, 로즈데일빌딩 1층 121호 (수서동)",수서두리약국,02-451-2260,127.1031081,37.48731916
"서울특별시 강남구 밤고개로1길 10, 210호 (수서동, 수서현대벤쳐빌)",수서메디칼약국,02-2040-6799,127.1018445,37.48802449
"서울특별시 강남구 광평로51길 6-11, 문암빌딩 2층 (수서동)",수서세종약국,02-3411-9464,127.1032299,37.48850658
서울특별시 강남구 광평로 지하 270 수서역 지하 1층 (수서동),수서역약국,02-3412-5533,127.1018592,37.48738899
"서울특별시 강남구 광평로56길 8-13, 1층 101호 (수서동, 수서타워)",수서역정민아약국,02-3412-7655,127.1031736,37.4867576
서울특별시 강남구 광평로51길 8  (수서동),수서옵티마약국,02-3412-7430,127.1024878,37.48836965
"서울특별시 강남구 광평로 280, 로즈데일빌딩 1층 104호 (수서동)",수서이약국,02-3413-3336,127.1031081,37.48731916
"서울특별시 영등포구 양평로 68, DN빌딩 1층 (당산동6가)",수성약국,02-2633-3669,126.899505,37.53537025
"서울특별시 노원구 상계로1길 66, 1층102호 (상계동)",수성약국,02-937-4135,127.0614958,37.65900829
"서울특별시 관악구 남부순환로 1912, 1층 (봉천동)",수약국,070-4607-5784,126.9616468,37.47751189
"서울특별시 강서구 방화동로 102, 103호 (방화동)",수약국,02-2666-8182,126.8129988,37.56946211
"서울특별시 강동구 올림픽로 774, 1층 3호 (암사동)",수약국,02-426-1761,127.127855,37.55018775
"서울특별시 중랑구 신내로 82, 금강프라자 1층 108호 (신내동)",수약국,02-3421-1459,127.0955635,37.60668286
"서울특별시 강남구 선릉로69길 19  (역삼동, 역삼래미안아파트)",수약국,02-563-1601,127.0511373,37.4972803
서울특별시 강서구 화곡로61길 26 (등촌동),수약국,02-2659-0053,126.850985,37.55729052
"서울특별시 금천구 시흥대로 201, 삼성홈플러스 지하1층 (시흥동)",수약국,02-891-9991,126.9007904,37.45197902
"서울특별시 노원구 노해로 480 (상계동, 1층)",수약국,02-930-0580,127.0614351,37.65417942
"서울특별시 서초구 동작대로 134, 5층 (방배동,가나안빌딩)",수약국,02-3478-2929,126.9827893,37.48865468
서울특별시 구로구 중앙로15길 107  (고척동),수약국,02-2611-5435,126.853925,37.50731745
서울특별시 영등포구 도신로 90 (신길동),수약국,02-848-3294,126.9024586,37.50694501
서울특별시 서대문구 수색로 48  (남가좌동),수약국,02-376-6710,126.9136011,37.57039706
"서울특별시 마포구 월드컵로 151, (망원동)",수약국,02-6085-1469,126.9051693,37.56120187
"서울특별시 용산구 백범로51길 6, 지하1층 (효창동)",수약국,02-701-8224,126.959207,37.54043544
"서울특별시 양천구 중앙로 247, 1층 (신정동)",수약국,02-2699-7189,126.8534158,37.51838808
"서울특별시 송파구 가락로 113 (석촌동, 금도빌딩 104호)",수약국,02-423-2664,127.1086443,37.50167976
서울특별시 중구 서소문로 138,수연약국,02-777-1578,126.976302,37.56365333
"서울특별시 강북구 삼양로19길 25, 107동 2호 (미아동, 삼성래미안트리베라1차아파트)",수온누리약국,02-980-1854,127.021139,37.61569432
"서울특별시 강남구 테헤란로 216, 신웅타워 1층 (역삼동)",수온누리약국,02-553-6902,127.040146,37.50144323
서울특별시 영등포구  선유로  63 (문래동6가),수온누리약국,02-3667-7092,126.8890496,37.51965256
"서울특별시 동작구 동작대로 65, 1층 (사당동)",수온누리약국,02-581-6678,126.9815899,37.48237213
서울특별시 강북구 수유로 83 (수유동),수유동약국,02-903-1313,127.0227623,37.63636861
"서울특별시 강북구 도봉로 328, 301호 (번동, 가든타워빌딩)",수유상록수약국,02-900-7722,127.0251913,37.63712773
"서울특별시 강북구 도봉로68길 7, 1층 (미아동)",수유스타약국,02-988-5452,127.0248659,37.63111021
"서울특별시 강북구 도봉로 247, 1층 (미아동)",수유시장약국,02-6396-8727,127.0241832,37.63045759
"서울특별시 강북구 삼양로 424, 정암빌딩 (수유동)",수유오약국,02-907-5384,127.0171177,37.64142526
서울특별시 강북구 도봉로 324 (번동),수유온누리약국,02-996-9777,127.0248727,37.63679155
서울특별시 강북구 도봉로67길 34 (미아동),수유태평양약국,02-988-5607,127.0224295,37.63025242
"서울특별시 강북구 삼양로123길 6-8, 1층 (수유동)",수유파랑새약국,02-993-6240,127.0153752,37.6452681
서울특별시 강북구 덕릉로 42 (수유동),수유프라자약국,02-985-0071,127.0182299,37.63407675
"서울특별시 동대문구 장한로 119, 3층 305호 (장안동, 삼성쉐르빌빌딩)",수인약국,02-2216-3301,127.0702129,37.57144971
서울특별시 영등포구 영등포로 32  (양평동2가),수인옵티마약국,02-2676-7411,126.8847903,37.52277207
"서울특별시 마포구 마포대로 63-8, 삼창프라자빌딩 1층 104호 (도화동)",수정약국,02-711-0775,126.9478151,37.5422598
"서울특별시 강남구 선릉로 340, 대치 EM 프라자 108호 (대치동)",수정약국,02-562-2757,127.0514484,37.50022294
서울특별시 은평구 응암로 328  (응암동),수정약국,02-383-4613,126.9226403,37.60008483
"서울특별시 구로구 경인로 319, 대림프라자 1층 101호 (개봉동)",수정약국,02-2613-5195,126.8556011,37.49759938
서울특별시 영등포구 영등포로36길 16,수정약국,02-2678-2358,126.9033634,37.51878747
"서울특별시 중랑구 동일로 933, 1층 (묵동)",수정온누리약국,02-977-4887,127.0765667,37.61373425
"서울특별시 영등포구 양평로22길 7, (양평동5가)",수정프라자약국,02-2677-3621,126.8941505,37.53850592
"서울특별시 강북구 도봉로 61, 1층 (미아동)",수종로약국,02-981-8151,127.0297181,37.61464526
"서울특별시 성동구 마장로 289, 3층 (마장동, 엠디빌딩)",수지약국,02-554-9124,127.0416633,37.56588039
"서울특별시 강서구 공항대로 531, 1층 104호 (염창동, 한울밸리움)",수태평양약국,02-3661-2603,126.8654711,37.55113567
"서울특별시 구로구 고척로 144, 두발로빌딩 1층 (고척동)",수태평양약국,02-2625-2601,126.84997,37.5026752
"서울특별시 송파구 거마로 61, 1층 (마천동, 강동중앙의원)",수프라자약국,02-443-7727,127.146416,37.49847483
"서울특별시 서초구 사임당로 158, 리더스원 상가 3층 306-1호 (서초동)",수플러스약국,02-597-2021,127.0271768,37.4918503
"서울특별시 은평구 연서로 146, (대조동)",수플러스온누리약국,02-353-4531,126.9177121,37.61182562
"서울특별시 용산구 청파로47길 66 (청파동2가, 중하빌딩)",숙명약국,02-717-6415,126.9667705,37.5450675
서울특별시 관악구 호암로22길 60 (신림동),순환약국,02-885-0703,126.9361636,37.46854239
"서울특별시 강서구 양천로 344, 마곡센트럴대방디엠시티오피스텔 208-2호 (마곡동)",숨약국,050-71353-7968,126.8403596,37.56826602
"서울특별시 서초구 서초대로 114, 102호 (방배동)",숨온누리약국,02-581-4242,126.9947887,37.4877503
서울특별시 동작구 사당로 20 (상도동),숭실길약국,02-2088-3043,126.9567133,37.49513687
"서울특별시 종로구 지봉로8길 54, (숭인동)",숭인다모아약국,02-765-5885,127.0157326,37.57673675
"서울특별시 강북구 도봉로 59, 1층 (미아동)",숭인약국,02-988-7196,127.0296741,37.61422829
"서울특별시 종로구 종로 407, 1층 (숭인동)",숭인약국,02-929-0754,127.0223247,37.57549367
서울특별시 송파구 석촌호수로 68  (잠실동),숲약국,02-418-6700,127.0857062,37.5102216
